section,section_name,check,level,status,n_columns_attempted,n_columns_coerced_ok,n_columns_failed,detail,timestamp,n_columns_imputed,n_high_missing_columns,n_columns_treated,n_rows_dropped,n_columns_with_constraints,n_values_modified,n_columns_consolidated,n_values_consolidated,n_rules_repairable,n_rules_applied,n_rows_repaired,n_features_configured,n_features_success,n_features_error,n_categorical_features,n_one_hot,n_ordinal,n_target,n_rows_changed,n_cells_changed,mode,n_columns_summarized,avg_delta_pct_missing,avg_delta_pct_outliers,config_hash,schema_hash,n_checks_run,n_checks_ok,n_checks_fail,run_status,integrity_index,revalidation_status,n_rows_exported,n_cols_exported,formats,n_columns_visualized,data_readiness_index
2.6.13,Re-validation pass,Re-run selected Section 2 checks on cleaned dataset to confirm no regressions,info,FAIL,,,,revalidation_summary.csv,2025-12-05 14:03:55.375086+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.0,2.0,,,,,,,,
2.6.14,CI/CD integration & automation,Emit run-level operational log and alert signals for CI/CD,info,OK,,,,pipeline_run_log.json,2025-12-05 14:03:55.428622+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,90.0,FAIL,,,,,
2.6.15,Clean data export,Export final cleaned dataset and record hashes for verification,info,OK,,,,"parquet,csv",2025-12-05 14:03:55.639314+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,34.0,"parquet,csv",,
2.6.16,Cleaning impact dashboard,"Visualize before/after distributions, missingness, and outlier changes",info,OK,,,,cleaning_impact_dashboard.html,2025-12-05 14:03:55.715449+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2.6.17,Data readiness index (composite),Compute 0–100 readiness score from post-clean metrics & revalidation,info,FAIL,,,,data_readiness_index.csv,2025-12-05 14:03:55.771370+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-05 15:45:41.866913+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-05 15:45:41.963621+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-05 15:45:42.049968+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-05 15:45:42.174665+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-05 15:45:42.665996+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-05 15:45:42.952063+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-05 15:45:43.016697+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-05 15:45:43.098441+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-05 15:45:43.142809+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-05 15:45:43.638421+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-05 15:45:44.022693+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-05 15:45:44.127296+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-05 15:45:44.262265+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-05 15:45:44.364752+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-05 15:45:44.858347+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.7,Logic-driven field repairs,Apply configured repair strategies to selected logic rule violations,info,OK,,,,logic_repair_log.csv,2025-12-05 15:45:44.935875+00:00,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.8,Derived feature regeneration,Recompute configured derived features after cleaning and repairs,info,OK,,,,derived_feature_refresh.csv,2025-12-05 15:45:45.065946+00:00,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2.6.9,Categorical encoding preparation,Assign encoding methods to categorical features and estimate dimensionality,info,OK,,,,encoding_plan.csv,2025-12-05 15:45:45.134670+00:00,,,,,,,,,,,,,,,19.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2.6.10,Change log generator,Emit row/column-level before→after change log for selected columns,info,WARN,,,,{},2025-12-05 15:45:45.217242+00:00,,,,,,,,,,,,,,,,,,,0.0,0.0,sampled,,,,,,,,,,,,,,,,
2.6.11,Before/after summary metrics,Compute pre- vs post-clean metrics and deltas for key columns,info,OK,,,,before_after_summary.csv,2025-12-05 15:45:45.302353+00:00,,,,,,,,,,,,,,,,,,,,,,30.0,0.0052061148184959,,,,,,,,,,,,,,
2.6.12,Cleaning metadata & schema version log,"Persist config, schema, version, and integrity metadata for this cleaning run",info,OK,,,,cleaning_metadata.json,2025-12-05 15:45:45.375498+00:00,,,,,,,,,,,,,,,,,,,,,,,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,,,
2.6.13,Re-validation pass,Re-run selected Section 2 checks on cleaned dataset to confirm no regressions,info,FAIL,,,,revalidation_summary.csv,2025-12-05 15:45:45.587942+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.0,2.0,,,,,,,,
2.6.14,CI/CD integration & automation,Emit run-level operational log and alert signals for CI/CD,info,OK,,,,pipeline_run_log.json,2025-12-05 15:45:45.706562+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,90.0,FAIL,,,,,
2.6.15,Clean data export,Export final cleaned dataset and record hashes for verification,info,OK,,,,"parquet,csv",2025-12-05 15:45:46.009829+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,34.0,"parquet,csv",,
2.6.16,Cleaning impact dashboard,"Visualize before/after distributions, missingness, and outlier changes",info,OK,,,,cleaning_impact_dashboard.html,2025-12-05 15:45:46.081986+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2.6.17,Data readiness index (composite),Compute 0–100 readiness score from post-clean metrics & revalidation,info,FAIL,,,,data_readiness_index.csv,2025-12-05 15:45:46.142317+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-05 16:09:14.520735+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-05 16:09:14.587982+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-05 16:09:14.679462+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-05 16:09:14.727976+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-05 16:09:15.225212+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-05 16:09:15.390607+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-05 16:09:15.451966+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-05 16:09:15.537755+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-05 16:09:15.572602+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-05 16:09:16.051953+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-05 16:09:16.210232+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-05 16:09:16.278541+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-05 16:09:16.381443+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-05 16:09:16.445927+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-05 16:09:17.045886+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.7,Logic-driven field repairs,Apply configured repair strategies to selected logic rule violations,info,OK,,,,logic_repair_log.csv,2025-12-05 16:09:17.134924+00:00,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.8,Derived feature regeneration,Recompute configured derived features after cleaning and repairs,info,OK,,,,derived_feature_refresh.csv,2025-12-05 16:09:17.238549+00:00,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2.6.9,Categorical encoding preparation,Assign encoding methods to categorical features and estimate dimensionality,info,OK,,,,encoding_plan.csv,2025-12-05 16:09:17.305436+00:00,,,,,,,,,,,,,,,19.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2.6.10,Change log generator,Emit row/column-level before→after change log for selected columns,info,WARN,,,,{},2025-12-05 16:09:17.389408+00:00,,,,,,,,,,,,,,,,,,,0.0,0.0,sampled,,,,,,,,,,,,,,,,
2.6.11,Before/after summary metrics,Compute pre- vs post-clean metrics and deltas for key columns,info,OK,,,,before_after_summary.csv,2025-12-05 16:09:17.471255+00:00,,,,,,,,,,,,,,,,,,,,,,30.0,0.0052061148184959,,,,,,,,,,,,,,
2.6.12,Cleaning metadata & schema version log,"Persist config, schema, version, and integrity metadata for this cleaning run",info,OK,,,,cleaning_metadata.json,2025-12-05 16:09:17.544083+00:00,,,,,,,,,,,,,,,,,,,,,,,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,,,
2.6.13,Re-validation pass,Re-run selected Section 2 checks on cleaned dataset to confirm no regressions,info,FAIL,,,,revalidation_summary.csv,2025-12-05 16:09:17.796340+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.0,2.0,,,,,,,,
2.6.14,CI/CD integration & automation,Emit run-level operational log and alert signals for CI/CD,info,OK,,,,pipeline_run_log.json,2025-12-05 16:09:18.002234+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,90.0,FAIL,,,,,
2.6.15,Clean data export,Export final cleaned dataset and record hashes for verification,info,OK,,,,"parquet,csv",2025-12-05 16:09:18.205257+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,34.0,"parquet,csv",,
2.6.16,Cleaning impact dashboard,"Visualize before/after distributions, missingness, and outlier changes",info,OK,,,,cleaning_impact_dashboard.html,2025-12-05 16:09:18.274493+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2.6.17,Data readiness index (composite),Compute 0–100 readiness score from post-clean metrics & revalidation,info,FAIL,,,,data_readiness_index.csv,2025-12-05 16:09:18.336561+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-05 16:16:11.643023+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-05 16:16:11.741394+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-05 16:16:11.865155+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-05 16:16:11.999020+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-05 16:16:12.500738+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-05 16:16:12.850046+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-05 16:16:12.916916+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-05 16:16:13.017750+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-05 16:16:13.105655+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-05 16:16:13.619281+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-05 16:16:13.773164+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-05 16:16:13.843737+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-05 16:16:13.957301+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-05 16:16:14.025617+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-05 16:16:14.589468+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.7,Logic-driven field repairs,Apply configured repair strategies to selected logic rule violations,info,OK,,,,logic_repair_log.csv,2025-12-05 16:16:14.671158+00:00,,,,,,,,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.8,Derived feature regeneration,Recompute configured derived features after cleaning and repairs,info,OK,,,,derived_feature_refresh.csv,2025-12-05 16:16:14.772514+00:00,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2.6.9,Categorical encoding preparation,Assign encoding methods to categorical features and estimate dimensionality,info,OK,,,,encoding_plan.csv,2025-12-05 16:16:14.929044+00:00,,,,,,,,,,,,,,,19.0,18.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2.6.10,Change log generator,Emit row/column-level before→after change log for selected columns,info,WARN,,,,{},2025-12-05 16:16:15.019492+00:00,,,,,,,,,,,,,,,,,,,0.0,0.0,sampled,,,,,,,,,,,,,,,,
2.6.11,Before/after summary metrics,Compute pre- vs post-clean metrics and deltas for key columns,info,OK,,,,before_after_summary.csv,2025-12-05 16:16:15.103719+00:00,,,,,,,,,,,,,,,,,,,,,,30.0,0.0052061148184959,,,,,,,,,,,,,,
2.6.12,Cleaning metadata & schema version log,"Persist config, schema, version, and integrity metadata for this cleaning run",info,OK,,,,cleaning_metadata.json,2025-12-05 16:16:15.173042+00:00,,,,,,,,,,,,,,,,,,,,,,,,,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,,,,,,,,,,,
2.6.13,Re-validation pass,Re-run selected Section 2 checks on cleaned dataset to confirm no regressions,info,FAIL,,,,revalidation_summary.csv,2025-12-05 16:16:15.441334+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,34.0,2.0,,,,,,,,
2.6.14,CI/CD integration & automation,Emit run-level operational log and alert signals for CI/CD,info,OK,,,,pipeline_run_log.json,2025-12-05 16:16:15.502401+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,90.0,FAIL,,,,,
2.6.15,Clean data export,Export final cleaned dataset and record hashes for verification,info,OK,,,,"parquet,csv",2025-12-05 16:16:15.699680+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7043.0,34.0,"parquet,csv",,
2.6.16,Cleaning impact dashboard,"Visualize before/after distributions, missingness, and outlier changes",info,OK,,,,cleaning_impact_dashboard.html,2025-12-05 16:16:15.787117+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
2.6.17,Data readiness index (composite),Compute 0–100 readiness score from post-clean metrics & revalidation,info,FAIL,,,,data_readiness_index.csv,2025-12-05 16:16:15.851649+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-05 16:42:42.918554+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-05 16:42:43.024725+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-05 16:42:43.122731+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-05 16:42:43.180883+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-05 16:42:43.756327+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-05 16:42:44.040680+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-05 16:42:44.120873+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-05 16:42:44.221982+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.5,Range & domain enforcement,Enforce configured numeric ranges and categorical domains,info,OK,,,,domain_enforcement_log.csv,2025-12-05 16:42:44.261491+00:00,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.6,Rare-category consolidation,Group low-frequency categories into configured 'Other' buckets,info,WARN,,,,category_consolidation_map.json,2025-12-05 16:42:44.821296+00:00,,,,,,,1.0,7043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.2,Safe type coercion layer,Coerce columns to configured dtypes with logging and error tracking,info,OK,31.0,31.0,0.0,type_coercion_log.csv,2025-12-05 16:42:45.091338+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.3,Missing value treatment,Apply configured imputation strategies per column type,info,WARN,,,,missing_value_imputations.csv,2025-12-05 16:42:45.186392+00:00,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.4,Outlier handling,Apply configured outlier policy (winsorize/cap/drop/flag-only) to numeric columns,info,OK,,,,outlier_treatment_report.csv,2025-12-05 16:42:45.289237+00:00,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
