_rule,MonthlyCharges,tenure,TotalCharges,customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PhoneService,MultipleLines
total_vs_monthly_times_tenure,73.8,61.0,4616.05,7501-IWUNG,,,,,,,,,
total_vs_monthly_times_tenure,49.25,2.0,91.1,0067-DKWBL,,,,,,,,,
total_vs_monthly_times_tenure,30.1,52.0,1623.4,0946-FKYTX,,,,,,,,,
total_vs_monthly_times_tenure,83.4,51.0,4149.45,5076-YVXCM,,,,,,,,,
total_vs_monthly_times_tenure,20.55,47.0,1013.05,9620-QJREV,,,,,,,,,
total_vs_monthly_times_tenure,75.1,3.0,270.7,2276-YDAVZ,,,,,,,,,
total_vs_monthly_times_tenure,20.05,22.0,417.0,2682-KEVRP,,,,,,,,,
total_vs_monthly_times_tenure,85.15,72.0,6316.2,0078-XZMHT,,,,,,,,,
total_vs_monthly_times_tenure,50.15,3.0,168.15,5896-NPFWW,,,,,,,,,
total_vs_monthly_times_tenure,20.55,2.0,33.6,6942-LBFDP,,,,,,,,,
total_vs_monthly_times_tenure,49.25,4.0,208.45,1456-TWCGB,,,,,,,,,
total_vs_monthly_times_tenure,59.6,65.0,3739.8,7596-ZYWBB,,,,,,,,,
total_vs_monthly_times_tenure,104.65,27.0,2964.0,8329-UTMVM,,,,,,,,,
total_vs_monthly_times_tenure,75.3,29.0,2263.4,3014-WJKSM,,,,,,,,,
total_vs_monthly_times_tenure,80.1,29.0,2211.8,3347-YJZZE,,,,,,,,,
total_vs_monthly_times_tenure,81.0,20.0,1683.7,7929-DMBCV,,,,,,,,,
total_vs_monthly_times_tenure,24.7,58.0,1519.0,9661-JALZV,,,,,,,,,
total_vs_monthly_times_tenure,86.0,14.0,1164.05,5433-KYGHE,,,,,,,,,
total_vs_monthly_times_tenure,25.4,72.0,1710.9,4312-KFRXN,,,,,,,,,
total_vs_monthly_times_tenure,89.15,46.0,4245.55,5575-TPIZQ,,,,,,,,,
total_vs_monthly_times_tenure,85.65,32.0,2664.3,9944-AEXBM,,,,,,,,,
total_vs_monthly_times_tenure,50.35,26.0,1277.5,1853-ARAAQ,,,,,,,,,
total_vs_monthly_times_tenure,80.35,68.0,5589.3,6952-OMNWB,,,,,,,,,
total_vs_monthly_times_tenure,20.55,61.0,1305.95,8434-VGEQQ,,,,,,,,,
total_vs_monthly_times_tenure,85.95,4.0,381.3,4952-YSOGZ,,,,,,,,,
total_vs_monthly_times_tenure,21.25,9.0,204.55,6549-YMFAW,,,,,,,,,
total_vs_monthly_times_tenure,26.25,22.0,605.9,4950-HKQTE,,,,,,,,,
total_vs_monthly_times_tenure,80.85,5.0,356.1,6786-OBWQR,,,,,,,,,
total_vs_monthly_times_tenure,20.35,5.0,92.75,6621-YOBKI,,,,,,,,,
total_vs_monthly_times_tenure,89.85,72.0,6697.35,7503-MIOGA,,,,,,,,,
total_vs_monthly_times_tenure,65.0,47.0,2879.9,4381-MHQDC,,,,,,,,,
total_vs_monthly_times_tenure,80.45,2.0,137.1,6923-JHPMP,,,,,,,,,
total_vs_monthly_times_tenure,24.1,61.0,1551.6,4018-PPNDW,,,,,,,,,
total_vs_monthly_times_tenure,44.05,5.0,202.15,1635-FJFCC,,,,,,,,,
total_vs_monthly_times_tenure,75.05,3.0,202.9,3966-HRMZA,,,,,,,,,
total_vs_monthly_times_tenure,19.25,48.0,855.1,6425-JWTDV,,,,,,,,,
total_vs_monthly_times_tenure,90.05,63.0,5817.0,8405-IGQFX,,,,,,,,,
total_vs_monthly_times_tenure,56.7,27.0,1652.95,8224-IVVPA,,,,,,,,,
total_vs_monthly_times_tenure,71.35,7.0,515.75,1410-RSCMR,,,,,,,,,
total_vs_monthly_times_tenure,90.35,2.0,190.5,0139-IVFJG,,,,,,,,,
total_vs_monthly_times_tenure,98.55,20.0,1842.8,6683-VLCTZ,,,,,,,,,
total_vs_monthly_times_tenure,19.7,66.0,1253.8,5730-DBDSI,,,,,,,,,
total_vs_monthly_times_tenure,89.25,22.0,1907.85,1894-IGFSG,,,,,,,,,
total_vs_monthly_times_tenure,35.8,11.0,363.15,4718-DHSMV,,,,,,,,,
total_vs_monthly_times_tenure,78.85,22.0,1600.25,5175-WLYXL,,,,,,,,,
total_vs_monthly_times_tenure,64.8,17.0,1175.6,3137-NYQQI,,,,,,,,,
total_vs_monthly_times_tenure,20.45,11.0,237.3,7706-DZNKK,,,,,,,,,
total_vs_monthly_times_tenure,93.35,15.0,1444.65,0236-HFWSV,,,,,,,,,
total_vs_monthly_times_tenure,95.8,33.0,3036.75,2037-XJFUP,,,,,,,,,
total_vs_monthly_times_tenure,40.3,3.0,92.5,9505-SQFSW,,,,,,,,,
total_vs_monthly_times_tenure,82.0,2.0,184.65,7314-OXENN,,,,,,,,,
total_vs_monthly_times_tenure,107.0,59.0,6152.3,3758-CKOQL,,,,,,,,,
total_vs_monthly_times_tenure,110.0,46.0,4874.8,0691-IFBQW,,,,,,,,,
total_vs_monthly_times_tenure,60.85,34.0,2003.6,2202-OUTMO,,,,,,,,,
total_vs_monthly_times_tenure,78.4,24.0,1832.4,0810-BDHAW,,,,,,,,,
total_vs_monthly_times_tenure,69.65,72.0,4908.25,0229-LFJAF,,,,,,,,,
total_vs_monthly_times_tenure,76.9,68.0,5023.0,3442-ZHHCC,,,,,,,,,
total_vs_monthly_times_tenure,19.85,8.0,146.6,5726-CVNYA,,,,,,,,,
total_vs_monthly_times_tenure,45.0,6.0,298.7,4257-GAESD,,,,,,,,,
total_vs_monthly_times_tenure,64.2,2.0,143.65,5173-WXOQV,,,,,,,,,
total_vs_monthly_times_tenure,96.75,62.0,6125.4,3009-JWMPU,,,,,,,,,
total_vs_monthly_times_tenure,75.65,70.0,5411.4,5671-RQRLP,,,,,,,,,
total_vs_monthly_times_tenure,98.5,10.0,1058.25,1450-GALXR,,,,,,,,,
total_vs_monthly_times_tenure,23.8,39.0,903.8,8859-AXJZP,,,,,,,,,
total_vs_monthly_times_tenure,85.35,6.0,489.45,3138-BKYAV,,,,,,,,,
total_vs_monthly_times_tenure,55.2,18.0,1058.1,7382-DFJTU,,,,,,,,,
total_vs_monthly_times_tenure,25.25,42.0,1108.2,8098-TDCBU,,,,,,,,,
total_vs_monthly_times_tenure,30.4,34.0,938.65,3551-GAEGL,,,,,,,,,
total_vs_monthly_times_tenure,88.0,70.0,5986.45,4178-EGMON,,,,,,,,,
total_vs_monthly_times_tenure,106.35,61.0,6751.35,4220-TINQT,,,,,,,,,
total_vs_monthly_times_tenure,79.15,43.0,3566.6,5318-YKDPV,,,,,,,,,
total_vs_monthly_times_tenure,95.6,7.0,644.35,3643-AHCFP,,,,,,,,,
total_vs_monthly_times_tenure,25.55,14.0,372.45,9146-JRIOX,,,,,,,,,
total_vs_monthly_times_tenure,44.85,34.0,1442.6,5337-IIWKZ,,,,,,,,,
total_vs_monthly_times_tenure,108.55,50.0,5610.7,9101-BWFSS,,,,,,,,,
total_vs_monthly_times_tenure,78.85,4.0,292.8,9231-ZJYAM,,,,,,,,,
total_vs_monthly_times_tenure,93.25,60.0,5774.55,4250-WAROZ,,,,,,,,,
total_vs_monthly_times_tenure,20.55,15.0,295.95,0422-OHQHQ,,,,,,,,,
total_vs_monthly_times_tenure,33.15,12.0,444.75,2316-ESMLS,,,,,,,,,
total_vs_monthly_times_tenure,92.0,72.0,6782.15,9778-OGKQZ,,,,,,,,,
total_vs_monthly_times_tenure,24.85,2.0,62.0,8713-IGZSO,,,,,,,,,
total_vs_monthly_times_tenure,64.35,5.0,352.65,7905-TVXTA,,,,,,,,,
total_vs_monthly_times_tenure,100.15,62.0,6413.65,2382-BCKQJ,,,,,,,,,
total_vs_monthly_times_tenure,19.8,26.0,457.3,4795-UXVCJ,,,,,,,,,
total_vs_monthly_times_tenure,93.4,64.0,5822.3,9777-IQHWP,,,,,,,,,
total_vs_monthly_times_tenure,95.1,3.0,307.4,9944-HKVVB,,,,,,,,,
total_vs_monthly_times_tenure,39.0,62.0,2337.45,0979-MOZQI,,,,,,,,,
total_vs_monthly_times_tenure,26.4,3.0,121.25,0323-XWWTN,,,,,,,,,
total_vs_monthly_times_tenure,19.95,66.0,1269.1,1764-VUUMT,,,,,,,,,
total_vs_monthly_times_tenure,99.7,45.0,4634.35,4713-ZBURT,,,,,,,,,
total_vs_monthly_times_tenure,34.8,3.0,113.95,3050-GBUSH,,,,,,,,,
total_vs_monthly_times_tenure,64.75,60.0,4039.5,7945-HLKEA,,,,,,,,,
total_vs_monthly_times_tenure,54.65,33.0,1665.2,9342-VNIMQ,,,,,,,,,
total_vs_monthly_times_tenure,110.1,10.0,1043.3,9851-KIELU,,,,,,,,,
total_vs_monthly_times_tenure,84.35,7.0,609.65,2123-AGEEN,,,,,,,,,
total_vs_monthly_times_tenure,110.5,27.0,2857.6,1258-YMZNM,,,,,,,,,
total_vs_monthly_times_tenure,91.2,37.0,3247.55,0048-LUMLS,,,,,,,,,
total_vs_monthly_times_tenure,103.85,50.0,5017.9,3804-RVTGV,,,,,,,,,
total_vs_monthly_times_tenure,81.2,63.0,4965.1,7997-EASSD,,,,,,,,,
total_vs_monthly_times_tenure,94.3,30.0,2679.7,0730-KOAVE,,,,,,,,,
total_vs_monthly_times_tenure,98.9,12.0,1120.95,4315-MURBD,,,,,,,,,
total_vs_monthly_times_tenure,94.4,50.0,4914.9,2267-FPIMA,,,,,,,,,
total_vs_monthly_times_tenure,19.5,2.0,27.55,1051-GEJLJ,,,,,,,,,
total_vs_monthly_times_tenure,98.3,9.0,923.5,9734-YWGEX,,,,,,,,,
total_vs_monthly_times_tenure,105.6,56.0,6068.65,5285-MVEHD,,,,,,,,,
total_vs_monthly_times_tenure,19.95,8.0,170.9,4694-PHWFW,,,,,,,,,
total_vs_monthly_times_tenure,72.85,10.0,688.65,1907-UBQFC,,,,,,,,,
total_vs_monthly_times_tenure,89.0,15.0,1288.3,7508-SMHXL,,,,,,,,,
total_vs_monthly_times_tenure,106.1,72.0,7848.5,3865-YIOTT,,,,,,,,,
total_vs_monthly_times_tenure,20.05,12.0,267.0,5993-BQHEA,,,,,,,,,
total_vs_monthly_times_tenure,75.4,23.0,1643.55,3956-CJUST,,,,,,,,,
total_vs_monthly_times_tenure,80.7,26.0,2193.0,6103-BOCOU,,,,,,,,,
total_vs_monthly_times_tenure,24.15,60.0,1505.9,7471-WNSUF,,,,,,,,,
total_vs_monthly_times_tenure,20.45,12.0,255.35,8942-DBMHZ,,,,,,,,,
total_vs_monthly_times_tenure,79.7,63.0,4786.15,9199-PWQVC,,,,,,,,,
total_vs_monthly_times_tenure,79.4,3.0,205.05,7074-IEVOJ,,,,,,,,,
total_vs_monthly_times_tenure,81.15,13.0,952.3,9625-QSTYE,,,,,,,,,
total_vs_monthly_times_tenure,19.3,72.0,1304.8,5787-KXGIY,,,,,,,,,
total_vs_monthly_times_tenure,84.6,4.0,360.1,4750-ZRXIU,,,,,,,,,
total_vs_monthly_times_tenure,33.6,12.0,435.45,4198-VFOEA,,,,,,,,,
total_vs_monthly_times_tenure,83.25,4.0,308.05,6630-UJZMY,,,,,,,,,
total_vs_monthly_times_tenure,79.05,6.0,434.5,6400-BWQKW,,,,,,,,,
total_vs_monthly_times_tenure,19.9,15.0,320.45,0347-UBKUZ,,,,,,,,,
total_vs_monthly_times_tenure,21.05,24.0,531.55,0835-DUUIQ,,,,,,,,,
total_vs_monthly_times_tenure,79.85,24.0,2001.0,7567-ECMCM,,,,,,,,,
total_vs_monthly_times_tenure,65.5,72.0,4919.7,6115-ZTBFQ,,,,,,,,,
total_vs_monthly_times_tenure,20.5,35.0,759.35,6169-PPETC,,,,,,,,,
total_vs_monthly_times_tenure,75.6,8.0,535.55,8584-KMVXD,,,,,,,,,
total_vs_monthly_times_tenure,55.1,22.0,1253.15,8467-WYNSR,,,,,,,,,
total_vs_monthly_times_tenure,58.95,15.0,955.15,0851-DFJKB,,,,,,,,,
total_vs_monthly_times_tenure,95.1,22.0,2162.6,5382-SOYZL,,,,,,,,,
total_vs_monthly_times_tenure,56.75,4.0,245.15,8388-FYNPZ,,,,,,,,,
total_vs_monthly_times_tenure,29.8,7.0,220.45,2826-DXLQO,,,,,,,,,
total_vs_monthly_times_tenure,20.5,17.0,365.8,4378-BZYFP,,,,,,,,,
total_vs_monthly_times_tenure,60.9,8.0,551.95,9489-UTFKA,,,,,,,,,
total_vs_monthly_times_tenure,100.3,8.0,832.35,9889-TMAHG,,,,,,,,,
total_vs_monthly_times_tenure,19.25,7.0,112.3,4541-RMRLG,,,,,,,,,
total_vs_monthly_times_tenure,96.0,2.0,174.8,3158-MOERK,,,,,,,,,
total_vs_monthly_times_tenure,93.85,49.0,4733.1,5002-GCQFH,,,,,,,,,
total_vs_monthly_times_tenure,75.25,11.0,888.65,5879-SESNB,,,,,,,,,
total_vs_monthly_times_tenure,19.5,20.0,413.0,3318-ISQFQ,,,,,,,,,
total_vs_monthly_times_tenure,19.6,40.0,808.95,1106-HRLKZ,,,,,,,,,
total_vs_monthly_times_tenure,19.15,27.0,537.35,9046-JBFWA,,,,,,,,,
total_vs_monthly_times_tenure,26.1,10.0,225.55,9108-EQPNQ,,,,,,,,,
total_vs_monthly_times_tenure,85.3,35.0,2917.5,3842-IYKUE,,,,,,,,,
total_vs_monthly_times_tenure,94.3,4.0,424.45,1374-DMZUI,,,,,,,,,
total_vs_monthly_times_tenure,70.3,2.0,132.4,3234-VKACU,,,,,,,,,
total_vs_monthly_times_tenure,75.5,27.0,1893.95,1989-PRJHP,,,,,,,,,
total_vs_monthly_times_tenure,19.85,37.0,784.25,8917-FAEMR,,,,,,,,,
total_vs_monthly_times_tenure,68.95,2.0,119.75,6993-OHLXR,,,,,,,,,
total_vs_monthly_times_tenure,50.15,3.0,160.85,0929-HYQEW,,,,,,,,,
total_vs_monthly_times_tenure,95.9,9.0,827.45,7426-RHZGU,,,,,,,,,
total_vs_monthly_times_tenure,57.45,18.0,990.85,4695-VADHF,,,,,,,,,
total_vs_monthly_times_tenure,53.65,12.0,696.35,3863-IUBJR,,,,,,,,,
total_vs_monthly_times_tenure,24.4,64.0,1601.2,9361-YNQWJ,,,,,,,,,
total_vs_monthly_times_tenure,19.5,23.0,470.2,9391-TTOYH,,,,,,,,,
total_vs_monthly_times_tenure,51.05,39.0,2066.0,1452-XRSJV,,,,,,,,,
total_vs_monthly_times_tenure,54.35,28.0,1426.45,3422-WJOYD,,,,,,,,,
total_vs_monthly_times_tenure,84.7,5.0,392.5,8242-SOQUO,,,,,,,,,
total_vs_monthly_times_tenure,94.9,47.0,4615.25,6732-FZUGP,,,,,,,,,
total_vs_monthly_times_tenure,83.75,26.0,2070.6,8436-BJUMM,,,,,,,,,
total_vs_monthly_times_tenure,23.65,62.0,1416.75,2632-TACXW,,,,,,,,,
total_vs_monthly_times_tenure,25.1,66.0,1697.7,1767-CJKBA,,,,,,,,,
total_vs_monthly_times_tenure,19.3,16.0,360.35,1915-OAKWD,,,,,,,,,
total_vs_monthly_times_tenure,70.2,14.0,1046.5,7296-PIXQY,,,,,,,,,
total_vs_monthly_times_tenure,69.75,32.0,2347.9,4883-QICIH,,,,,,,,,
total_vs_monthly_times_tenure,54.25,8.0,447.75,3354-OADJP,,,,,,,,,
total_vs_monthly_times_tenure,39.5,5.0,210.75,5669-SRAIP,,,,,,,,,
total_vs_monthly_times_tenure,97.1,40.0,3706.95,5981-ITEMU,,,,,,,,,
total_vs_monthly_times_tenure,19.55,36.0,620.75,3486-NPGST,,,,,,,,,
total_vs_monthly_times_tenure,90.6,23.0,1943.2,0376-YMCJC,,,,,,,,,
total_vs_monthly_times_tenure,50.2,34.0,1815.3,1730-VFMWO,,,,,,,,,
total_vs_monthly_times_tenure,90.05,23.0,2169.8,0634-SZPQA,,,,,,,,,
total_vs_monthly_times_tenure,19.65,47.0,973.1,9646-NMHXE,,,,,,,,,
total_vs_monthly_times_tenure,89.25,24.0,2210.2,7030-NJVDP,,,,,,,,,
total_vs_monthly_times_tenure,49.05,2.0,91.1,3097-NNSPB,,,,,,,,,
total_vs_monthly_times_tenure,56.75,22.0,1304.85,7771-ZONAT,,,,,,,,,
total_vs_monthly_times_tenure,98.05,7.0,713.0,0655-RBDUG,,,,,,,,,
total_vs_monthly_times_tenure,96.65,59.0,5580.8,4194-WHFCB,,,,,,,,,
total_vs_monthly_times_tenure,24.5,58.0,1497.9,4121-AGSIN,,,,,,,,,
total_vs_monthly_times_tenure,114.5,41.0,4527.45,4361-BKAXE,,,,,,,,,
total_vs_monthly_times_tenure,20.05,32.0,614.45,0301-KOBTQ,,,,,,,,,
total_vs_monthly_times_tenure,80.95,2.0,171.15,9878-TNQGW,,,,,,,,,
total_vs_monthly_times_tenure,74.3,13.0,940.35,4441-NIHPT,,,,,,,,,
total_vs_monthly_times_tenure,89.7,11.0,1047.7,8999-BOHSE,,,,,,,,,
total_vs_monthly_times_tenure,100.45,17.0,1622.45,7029-RPUAV,,,,,,,,,
total_vs_monthly_times_tenure,74.75,16.0,1129.35,4546-FOKWR,,,,,,,,,
total_vs_monthly_times_tenure,107.45,51.0,5680.9,9036-CSKBW,,,,,,,,,
total_vs_monthly_times_tenure,75.35,29.0,2243.9,5832-TRLPB,,,,,,,,,
total_vs_monthly_times_tenure,90.4,25.0,2178.6,4607-CHPCA,,,,,,,,,
total_vs_monthly_times_tenure,55.7,5.0,259.4,6921-OZMFH,,,,,,,,,
total_vs_monthly_times_tenure,24.8,15.0,324.15,9578-FOMUK,,,,,,,,,
total_vs_monthly_times_tenure,20.0,20.0,417.65,4712-UYOOI,,,,,,,,,
total_vs_monthly_times_tenure,79.75,9.0,769.1,7363-QTBIW,,,,,,,,,
total_vs_monthly_times_tenure,50.15,40.0,2058.5,3391-JSQEW,,,,,,,,,
total_vs_monthly_times_tenure,78.95,37.0,2839.65,7627-JKIAZ,,,,,,,,,
total_vs_monthly_times_tenure,53.85,39.0,2200.7,1271-UODNO,,,,,,,,,
total_vs_monthly_times_tenure,70.55,20.0,1493.55,1047-NNCBF,,,,,,,,,
total_vs_monthly_times_tenure,44.85,19.0,893.55,4081-DYXAV,,,,,,,,,
total_vs_monthly_times_tenure,61.6,25.0,1611.0,0074-HDKDG,,,,,,,,,
total_vs_monthly_times_tenure,105.65,39.0,4284.8,8111-SLLHI,,,,,,,,,
total_vs_monthly_times_tenure,74.65,7.0,544.55,0927-LCSMG,,,,,,,,,
total_vs_monthly_times_tenure,86.05,47.0,3865.6,3452-ABWRL,,,,,,,,,
total_vs_monthly_times_tenure,19.15,26.0,515.75,5859-HZYLF,,,,,,,,,
total_vs_monthly_times_tenure,64.7,14.0,941.0,8257-RZAHR,,,,,,,,,
total_vs_monthly_times_tenure,19.25,2.0,48.35,3156-QLHBO,,,,,,,,,
total_vs_monthly_times_tenure,81.95,26.0,2070.05,2208-NQBCT,,,,,,,,,
total_vs_monthly_times_tenure,20.0,63.0,1209.25,6621-NRZAK,,,,,,,,,
total_vs_monthly_times_tenure,19.65,14.0,228.65,3082-WQRVY,,,,,,,,,
total_vs_monthly_times_tenure,20.2,6.0,98.35,1641-BYBTK,,,,,,,,,
total_vs_monthly_times_tenure,75.2,11.0,775.3,2460-NGXBJ,,,,,,,,,
total_vs_monthly_times_tenure,56.8,18.0,1074.65,2446-ZKVAF,,,,,,,,,
total_vs_monthly_times_tenure,75.5,32.0,2324.7,3522-CDKHF,,,,,,,,,
total_vs_monthly_times_tenure,35.6,29.0,1072.6,1430-SFQSA,,,,,,,,,
total_vs_monthly_times_tenure,60.25,3.0,170.5,0411-EZJZE,,,,,,,,,
total_vs_monthly_times_tenure,96.65,13.0,1162.85,8844-TONUD,,,,,,,,,
total_vs_monthly_times_tenure,54.85,7.0,370.4,4320-QMLLA,,,,,,,,,
total_vs_monthly_times_tenure,24.65,45.0,1138.8,8292-ITGYJ,,,,,,,,,
total_vs_monthly_times_tenure,97.95,62.0,5936.55,5268-DSMNQ,,,,,,,,,
total_vs_monthly_times_tenure,94.1,60.0,5475.9,5334-JLAXU,,,,,,,,,
total_vs_monthly_times_tenure,80.4,3.0,224.05,4086-YQSNZ,,,,,,,,,
total_vs_monthly_times_tenure,95.1,23.0,2326.05,6242-MBHPK,,,,,,,,,
total_vs_monthly_times_tenure,72.35,67.0,4991.5,9359-UGBTK,,,,,,,,,
total_vs_monthly_times_tenure,53.8,5.0,283.95,7129-ACFOG,,,,,,,,,
total_vs_monthly_times_tenure,51.55,26.0,1295.4,4189-NAKJS,,,,,,,,,
total_vs_monthly_times_tenure,44.05,70.0,3011.65,1282-IHQAC,,,,,,,,,
total_vs_monthly_times_tenure,94.3,43.0,3953.15,5461-QKNTN,,,,,,,,,
total_vs_monthly_times_tenure,53.75,57.0,3196.0,3164-YAXFY,,,,,,,,,
total_vs_monthly_times_tenure,87.9,18.0,1500.5,4660-IRIBM,,,,,,,,,
total_vs_monthly_times_tenure,104.85,38.0,3887.25,6807-SIWJI,,,,,,,,,
total_vs_monthly_times_tenure,69.15,35.0,2490.15,8221-HVAYI,,,,,,,,,
total_vs_monthly_times_tenure,90.45,7.0,593.45,1579-KLYDT,,,,,,,,,
total_vs_monthly_times_tenure,50.45,14.0,765.45,8967-SZQAS,,,,,,,,,
total_vs_monthly_times_tenure,60.0,20.0,1259.35,4468-KAZHE,,,,,,,,,
total_vs_monthly_times_tenure,19.45,15.0,340.85,8944-AILEF,,,,,,,,,
total_vs_monthly_times_tenure,20.75,42.0,844.45,5542-NKVRU,,,,,,,,,
total_vs_monthly_times_tenure,104.5,37.0,3778.0,5370-IIVVL,,,,,,,,,
total_vs_monthly_times_tenure,49.4,12.0,611.65,6789-HJBWG,,,,,,,,,
total_vs_monthly_times_tenure,94.25,53.0,4867.95,3927-NLNRY,,,,,,,,,
total_vs_monthly_times_tenure,70.15,3.0,194.2,6077-BDPXA,,,,,,,,,
total_vs_monthly_times_tenure,69.4,9.0,571.45,0013-MHZWF,,,,,,,,,
total_vs_monthly_times_tenure,69.55,7.0,521.35,4291-SHSBH,,,,,,,,,
total_vs_monthly_times_tenure,86.0,19.0,1532.45,9866-QEVEE,,,,,,,,,
total_vs_monthly_times_tenure,90.55,24.0,2282.55,7979-CORPM,,,,,,,,,
total_vs_monthly_times_tenure,24.6,9.0,190.1,3055-MJDSB,,,,,,,,,
total_vs_monthly_times_tenure,75.9,2.0,143.35,1618-CFHME,,,,,,,,,
total_vs_monthly_times_tenure,24.65,72.0,1830.05,7115-IRDHS,,,,,,,,,
total_vs_monthly_times_tenure,90.4,30.0,2820.65,8496-DMZUK,,,,,,,,,
total_vs_monthly_times_tenure,75.35,61.0,4729.3,9068-VPWQQ,,,,,,,,,
total_vs_monthly_times_tenure,64.4,20.0,1398.6,0384-RVBPI,,,,,,,,,
total_vs_monthly_times_tenure,78.3,34.0,2564.3,1689-MRZQR,,,,,,,,,
total_vs_monthly_times_tenure,24.7,70.0,1685.9,1299-AURJA,,,,,,,,,
total_vs_monthly_times_tenure,19.45,13.0,270.2,2788-CJQAQ,,,,,,,,,
total_vs_monthly_times_tenure,20.15,25.0,536.35,2120-SMPEX,,,,,,,,,
total_vs_monthly_times_tenure,64.5,30.0,1888.45,0096-FCPUF,,,,,,,,,
total_vs_monthly_times_tenure,28.5,21.0,629.35,0668-OGMHD,,,,,,,,,
total_vs_monthly_times_tenure,79.3,7.0,523.15,2026-TGDHM,,,,,,,,,
total_vs_monthly_times_tenure,34.2,45.0,1596.6,0723-VSOBE,,,,,,,,,
total_vs_monthly_times_tenure,20.15,47.0,1046.2,5529-GIBVH,,,,,,,,,
total_vs_monthly_times_tenure,50.3,2.0,92.75,9992-UJOEL,,,,,,,,,
total_vs_monthly_times_tenure,80.15,2.0,194.55,4741-WWJQZ,,,,,,,,,
total_vs_monthly_times_tenure,80.25,4.0,303.7,1251-STYSZ,,,,,,,,,
total_vs_monthly_times_tenure,19.45,5.0,86.05,1257-SXUXQ,,,,,,,,,
total_vs_monthly_times_tenure,88.2,49.0,4159.45,9681-KYGYB,,,,,,,,,
total_vs_monthly_times_tenure,101.15,62.0,6638.35,7182-OVLBJ,,,,,,,,,
total_vs_monthly_times_tenure,20.1,72.0,1326.25,4821-WQOYN,,,,,,,,,
total_vs_monthly_times_tenure,60.7,36.0,2234.55,4730-AWNAU,,,,,,,,,
total_vs_monthly_times_tenure,20.95,25.0,495.15,3452-FLHYD,,,,,,,,,
total_vs_monthly_times_tenure,89.5,7.0,676.7,9134-CEQMF,,,,,,,,,
total_vs_monthly_times_tenure,68.8,63.0,4111.35,9968-FFVVH,,,,,,,,,
total_vs_monthly_times_tenure,84.45,72.0,5899.85,3108-PCCGG,,,,,,,,,
total_vs_monthly_times_tenure,75.0,8.0,632.95,7993-PYKOF,,,,,,,,,
total_vs_monthly_times_tenure,80.6,70.0,5460.2,6248-TKCQV,,,,,,,,,
total_vs_monthly_times_tenure,75.6,5.0,402.5,6198-ZFIOJ,,,,,,,,,
total_vs_monthly_times_tenure,81.0,45.0,3533.6,3230-IUALN,,,,,,,,,
total_vs_monthly_times_tenure,19.7,69.0,1396.9,0042-RLHYP,,,,,,,,,
total_vs_monthly_times_tenure,85.6,15.0,1345.55,8519-IMDHU,,,,,,,,,
total_vs_monthly_times_tenure,86.6,16.0,1281.0,3372-KWFBM,,,,,,,,,
total_vs_monthly_times_tenure,97.65,34.0,3207.55,6393-WRYZE,,,,,,,,,
total_vs_monthly_times_tenure,45.1,42.0,2049.05,3941-XTSKM,,,,,,,,,
total_vs_monthly_times_tenure,70.95,48.0,3629.2,1661-CZBAU,,,,,,,,,
total_vs_monthly_times_tenure,20.9,11.0,202.3,5158-RIVOP,,,,,,,,,
total_vs_monthly_times_tenure,19.95,7.0,147.5,9788-YTFGE,,,,,,,,,
total_vs_monthly_times_tenure,24.6,3.0,86.35,9277-JOOMO,,,,,,,,,
total_vs_monthly_times_tenure,66.7,8.0,579.0,1907-YLNYW,,,,,,,,,
total_vs_monthly_times_tenure,94.8,32.0,3131.55,8947-YRTDV,,,,,,,,,
total_vs_monthly_times_tenure,19.95,10.0,187.75,0114-RSRRW,,,,,,,,,
total_vs_monthly_times_tenure,51.25,43.0,2151.6,6682-VCIXC,,,,,,,,,
total_vs_monthly_times_tenure,19.4,72.0,1496.45,3910-MRQOY,,,,,,,,,
total_vs_monthly_times_tenure,56.25,22.0,1292.2,0661-WCQNQ,,,,,,,,,
total_vs_monthly_times_tenure,23.95,69.0,1713.1,4656-CAURT,,,,,,,,,
total_vs_monthly_times_tenure,20.4,31.0,609.1,6265-FRMTQ,,,,,,,,,
total_vs_monthly_times_tenure,105.0,66.0,7133.25,3838-OZURD,,,,,,,,,
total_vs_monthly_times_tenure,20.0,8.0,141.6,2017-CCBLH,,,,,,,,,
total_vs_monthly_times_tenure,100.75,57.0,5985.0,2293-IJWPS,,,,,,,,,
total_vs_monthly_times_tenure,87.25,14.0,1258.6,2845-HSJCY,,,,,,,,,
total_vs_monthly_times_tenure,79.95,10.0,857.2,1184-PJVDB,,,,,,,,,
total_vs_monthly_times_tenure,20.45,11.0,250.8,7266-GSSJX,,,,,,,,,
total_vs_monthly_times_tenure,60.95,72.0,4549.05,7722-VJRQD,,,,,,,,,
total_vs_monthly_times_tenure,88.35,18.0,1639.3,9415-DPEWS,,,,,,,,,
total_vs_monthly_times_tenure,75.2,9.0,633.85,0196-JTUQI,,,,,,,,,
total_vs_monthly_times_tenure,70.15,10.0,735.5,9272-LSVYH,,,,,,,,,
total_vs_monthly_times_tenure,94.75,9.0,889.9,7943-RQCHR,,,,,,,,,
total_vs_monthly_times_tenure,95.05,13.0,1290.0,3793-MMFUH,,,,,,,,,
total_vs_monthly_times_tenure,78.45,4.0,330.05,3249-ZPQRG,,,,,,,,,
